,par_id,art_id,keyword,country,label,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier,text
184,185,@@15348325,hopeless,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",599,0,0,0,0,0,0,0,"Also I can see the people who are criticizing Ashwin here . Why did Yasir Shah go wicketless in 2nd Eng vs Pak test . Fact is bowlers have to bowl well in pairs . Steyn had Morkel , Wasim had Waquar , Anderson and Broad have each other . If Jadeja chokes from one end then Ashwin will be effective . Yasir could n't pick wickets then because the other Pak bowlers bowled hopelessly . Anyways I 'm not too worried about Indian wickets today except Rahane which moreover look like result of batsman trying to force runs and with Cook 's defensive mindset and fielding that was always going to happen ."
3423,3424,@@40060939,poor-families,sg,0,0,"[0, 0, 0, 0, 0, 0, 0]",206,0,0,0,0,0,0,0,Uttar Pradesh Chief Minister Yogi Adityanath on Saturday asserted that the state government has so far provided houses to 11 lakh poor families in rural areas under the Pradhan Mantri Awas Yojana ( PMAY ) .
1664,1665,@@15259909,in-need,gh,0,0,"[0, 0, 0, 0, 0, 0, 0]",398,0,0,0,0,0,0,0,""""""" I am proud that the UK has been able to deliver this support through innovative electronic mobile payments . The use of this technology means that our support now extended to the end of March 2017 , directly reaches those most in need . Evidence from the programme has shown that this allows women greater control over &gt;household budgets , as well as stimulating existing local markets . """""""
7833,7834,@@1817084,immigrant,tz,0,0,"[0, 0, 0, 0, 0, 0, 0]",62,0,0,0,0,0,0,0,20 illegal immigrants deported after serving 10 months in jail
1154,1155,@@25279196,immigrant,my,0,0,"[0, 0, 0, 0, 0, 0, 0]",231,0,0,0,0,0,0,0,"Those undocumented comprise of not only illegal immigrants but also locals from the various ethnicity in Sabah whose births were not registered with the relevant government departments by their parents , reporters were made aware ."
3767,3768,@@10379441,immigrant,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",181,0,0,0,0,0,0,0,"Wong , a cardiologist who has been serving in Tuen Mun Hospital for a decade , said the number of new immigrant patients has been on the rise , giving a ratio up to five out of 10 ."
1492,1493,@@18940956,homeless,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",209,0,0,0,0,0,0,0,The Federal Court heard last week that Philip Whiteman also installed people -- including a homeless man -- as company directors without their knowledge in order to shield the real directors from authorities .
7278,7279,@@14726136,refugee,sg,0,0,"[0, 0, 0, 0, 0, 0, 0]",179,0,0,0,0,0,0,0,"Snowden has since publicly thanked the refugee families that helped him , and also highlighted the plight of asylum seekers that usually wait for years to have their cases heard ."
2582,2583,@@17361342,homeless,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",151,0,0,0,0,0,0,0,"In February , the Social Welfare Department told the Legislative Council that homeless shelters in the city provided spaces for a total of 630 people ."
7387,7388,@@7730102,migrant,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",226,0,0,0,0,0,0,0,"""In a report titled """" Coming Clean """" , rights group Justice Centre laid out three real-life cases to illustrate how some migrant domestic workers ( MDWs ) are in forced labor in Hong Kong . The report estimates that one ..."""
1227,1228,@@13827143,hopeless,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",258,0,0,0,0,0,0,0,"Now famous SL 's opening duo triggered another collapse that they are best at , resulting hopeless 5 for 26 . A Special effort with a Ton from Djay/Chandi 211 highest 6th wkt stand in Test history needed to turn the fate of Test , written by Top FAILURES : ("
7197,7198,@@23335234,immigrant,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",189,0,0,0,0,0,0,0,More than 100 police officers went to popular hiking spots yesterday in search of illegal immigrant hideouts . They also gave out leaflets and asked hikers to stay alert against robberies .
5391,5392,@@13837304,women,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",187,0,0,0,0,0,0,0,""""""" Their radicalisation was truly oppressive and should n't be shown as empowerment because if those women were given other opportunities they would have proven themselves outright . """""""
4822,4823,@@8781228,disabled,gb,0,0,"[0, 0, 0, 0, 0, 0, 0]",132,0,0,0,0,0,0,0,"As well as lying about helping flood victims , he also made false claims about using the company 's cash to help disabled children ."
3588,3589,@@25251992,migrant,ie,0,0,"[0, 0, 0, 0, 0, 0, 0]",233,0,0,0,0,0,0,0,"The company issued a forceful statement after Fonda posted a tweet earlier in the day in response to the US administration 's widely reviled migrant separation policy , which the president overturned by executive order on Wednesday ."
5517,5518,@@60006237,refugee,tz,0,0,"[0, 0, 0, 0, 0, 0, 0]",156,0,0,0,0,0,0,0,In mid-last year President John Magufuli drew fierce criticism from activists after urging thousands of Burundian refugees to return to their home country .
9818,9819,@@1869447,in-need,ke,0,0,"[0, 0, 0, 0, 0, 0, 0]",159,0,0,0,0,0,0,0,"He said five million people were in need of assistance , and UN agencies were having trouble pre-positioning food stocks before the onset of the rainy season ."
3406,3407,@@1910303,vulnerable,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",653,0,0,0,0,0,0,0,"This discourse will unpack another critical strand of the APC manifesto intended to mitigate the regressive impact of President Goodluck Jonathan 's PDP policies on the have nots and the vulnerable . Furthermore , a commentary is made on Mrs Patience Jonathan ( The First Lady 's ) disparaging statement on the poor , from northern geo-political zones of our nation . The rights of the less-privileged are systematically and routinely violated by the political class and their economic ' hyenas . ' In President Jonathan 's Nigeria , the poor and vulnerable do not have adequate , affordable and fair access to legal advice , representation or redress ."
7579,7580,@@1447262,vulnerable,us,0,0,"[0, 0, 0, 0, 0, 0, 0]",224,0,0,0,0,0,0,0,"""The subsequent """" Everywhere , """" in which he carries the memory of a small-town sweetheart on his travels , also recounts unrequited love . The acoustic break represented McGraw at his most vulnerable . He pulled it off ."""
10273,10274,@@21502191,refugee,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",164,0,0,0,0,0,0,0,"""He said """" our objective is to work and collaborate with the refugee commission in rehabilitating and registering the refugees that are flowing in from Cameroon ."""
5043,5044,@@16417440,women,ke,0,1,"[0, 0, 0, 0, 0, 0, 0]",348,0,0,0,0,0,0,0,"Villages are so poor that no woman wants to marry men from there . In some of the poorest villages in China , men are left with no option but to buy brides from Vietnam , because there are no local women left , or the competition for the few girls still living there is so high that they could never pay the bride price demanded by their families ."
1968,1969,@@21306356,immigrant,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",270,0,0,0,0,0,0,0,"WASHINGTON/NEW DELHI : The Trump administration has made it more difficult to renew non-immigrant visas such as H-1B and L1 , popular among Indian IT professionals , with a new directive saying the burden of proof lies on the applicant even when an extension is sought ."
434,435,@@2955243,poor-families,us,0,1,"[0, 0, 0, 0, 0, 0, 0]",148,0,0,0,0,0,0,0,"I also noticed the change in socio-economic levels . However , if more schools used this approach , then poor families would not be gentrified out ."
9700,9701,@@22501112,vulnerable,ke,0,0,"[0, 0, 0, 0, 0, 0, 0]",244,0,0,0,0,0,0,0,"With the orange alert active local officials and committees for disaster management are called to be fully on alert , and take proactive measures such as mobilizing communities living in areas already identified as vulnerable to the disasters ."
6527,6528,@@7828326,disabled,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",273,0,0,0,0,0,0,0,"""Supreme Court judge Sheikh Azmat Saeed while paying rich tribute to Pakistani women cricket team remarked """" our government should tell if our women are disabled or crippled . Federal government neither grants them promotions nor allows them seniority as per the law """" ."""
9681,9682,@@22190270,refugee,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",294,0,0,0,0,0,0,0,"As Afghans come home in droves -- Afghanistan is now likely hosting some three million internal and returning refugees -- these dynamics put women and children returnees at increased risk of sexual and gender-based violence , says Manizha Naderi , executive director of Women for Afghan Women ."
2136,2137,@@21774366,vulnerable,gb,0,0,"[0, 0, 0, 0, 0, 0, 0]",259,0,0,0,0,0,0,0,"Chaired by Jayne-Anne Gadhia , CEO of Virgin Money , the group were tasked with reviewing the current financial student support system , and to consider how student support meets the needs of the students from the poorest backgrounds and the most vulnerable ."
3792,3793,@@23382714,immigrant,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",656,0,0,0,0,0,0,0,"""The National Terrorist Liberation Front of Tripura ( NLFT ) , is another terror organization backed by Rapist Fascist Christian Church Funded Baptist groups that seeks the secession of neighbouring Tripura . The NLFT includes in its aims the forced conversion of all tribespeople in Tripura to Fascist Racist Christianity . The NLFT says that it is fighting not only for the removal of Bengali immigrants from the tribal areas , """" but also for the tribal areas of the state to become overtly Totally Christian """" , and """" has warned members of the tribal community that they may be attacked if they do not accept its racist fascist Christian agenda """" ."""
6957,6958,@@1861829,migrant,tz,0,0,"[0, 0, 0, 0, 0, 0, 0]",112,0,0,0,0,0,0,0,"He added that from January 2006 to December 2013 the department managed to arrest 6,469,876 illegal immigrants ."
8007,8008,@@2671550,women,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",126,0,0,0,0,0,0,0,Yep - all weak minded individuals waiting hand-and-foot on the male characters.Proof that GoT has a problem with women ! ! ! !
6767,6768,@@20298215,in-need,gh,0,0,"[0, 0, 0, 0, 0, 0, 0]",255,0,0,0,0,0,0,0,"Alex Oxlade-Chamberlain looks set to sign for Liverpool , causing the FC panel to debate his viability in their lineup . Steve Nicol believes Alex Oxlade-Chamberlain needs to go somewhere to play week in and week out , and that place wo n't be Liverpool ."
2316,2317,@@97065,women,ie,0,0,"[0, 0, 0, 0, 0, 0, 0]",139,0,0,0,0,0,0,0,"""Calling the range a """" tribute """" to the two women , Simone wanted to ensure she also injected some of her personality into proceedings ."""
5778,5779,@@21591742,women,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",393,0,0,0,0,0,0,0,"""Comedian Louis C.K . ( pictured ) , born as Louis Alberto Sz ? kely , has been accused of sexual misconduct toward several women , including masturbating in front of them to their horror and embarrassment , according to a report in The New York Times . Comedians Dana Min Goodman , Abby Schachner , Julia Wolov , Rebecca Corry allege the Emmy-winning star of FX 's """" Louie """" either ple ..."""
8397,8398,@@4459202,disabled,nz,0,0,"[0, 0, 0, 0, 0, 0, 0]",80,0,0,0,0,0,0,0,Who has been responsible for the big advances in the treatment of the disabled ?
1682,1683,@@3609839,women,za,0,0,"[0, 0, 0, 0, 0, 0, 0]",191,0,0,0,0,0,0,0,"Acting Judge D Mogotsi said among others , the role of the police is to maintain law and order and to prevent crime . It has a constitutional duty to protect the public and especially women ."
8579,8580,@@17583114,migrant,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",160,0,0,0,0,0,0,0,"The measure was put forth by Iqra Khalid , a deputy from the Toronto suburb of Mississauga , a city of 700,000 people with a major concentration of immigrants ."
5612,5613,@@1953062,vulnerable,tz,0,0,"[0, 0, 0, 0, 0, 0, 0]",205,0,0,0,0,0,0,0,""""""" Most chemicals pass through port areas , making ports vulnerable to hazards ; so , the training on how to contain such calamities will contribute strongly to preserving the ports safety , """" he said ."""
2656,2657,@@70095884,women,us,0,0,"[0, 0, 0, 0, 0, 0, 0]",357,0,0,0,0,0,0,0,"NBC News had earlier reported that the White House had instructed the FBI to interview two of the women who have come forward with sexual assault allegations against Kavanaugh , Christine Blasey Ford and Deborah Ramirez , but not his third accuser -- Julie Swetnick . The Wall Street Journal also reported that Swetnick 's claims would not be investigated ."
4754,4755,@@23862245,in-need,za,0,0,"[0, 0, 0, 0, 0, 0, 0]",191,0,0,0,0,0,0,0,"Desperately in need of content to fill dead hours to beam back to South Africa , on day two , I knocked on the Aussie dressing room door , peeked in and saw the gnarly skipper , Alan Border ."
5715,5716,@@10314729,refugee,ke,0,0,"[0, 0, 0, 0, 0, 0, 0]",95,0,0,0,0,0,0,0,"According to Nantanga , currently Tanzania has a total of 191,436 refugees in different camps ."
3695,3696,@@16754544,migrant,ph,0,0,"[0, 0, 0, 0, 0, 0, 0]",198,0,0,0,0,0,0,0,"JUST days after his inauguration , Donald Trump has set into motion his plan to build a wall along the common border between the United States and Mexico purportedly to keep off illegal immigrants ."
8281,8282,@@8461923,refugee,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",231,0,0,0,0,0,0,0,"Losses in European banks , concerns over a potential Brexit and the refugee crisis have been under the spotlight in the eurozone for months , depressing investor sentiment and weighing on the performance of European stock markets ."
8836,8837,@@22179161,disabled,my,0,0,"[0, 0, 0, 0, 0, 0, 0]",187,0,0,0,0,0,0,0,"Lee said that the main objective of the council was to ensure that the OKU facilities are available to those who are genuinely disabled , and not end up being abused by a small minority ."
5146,5147,@@23670534,immigrant,za,0,0,"[0, 0, 0, 0, 0, 0, 0]",217,0,0,0,0,0,0,0,"For the first time since it was started in 2012 , the report , which uses a variety of polling organisations , official figures and research methods , ranked the happiness of foreign-born immigrants in 117 countries ."
9015,9016,@@842151,in-need,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",451,0,0,0,0,0,0,0,"""These were the """" Jews """" that came into power in 1917 with the Bolshevik Revolution , and Lenin needed their help to topple Tsar Nicholas , the last remnant of the Romanov dynasty . They helped overthrow Tsar Nicholas because he was not friendly to the Khazar Jews . These were the Zionist Jews who set about forcing communism on Christian Russia and murdered 40 million Russians who refused to give up their land or bow down to **27;1148;TOOLONG ."""
7687,7688,@@20262575,women,jm,0,1,"[0, 0, 0, 0, 0, 0, 0]",249,0,0,0,0,0,0,0,"Charles-Freeman said the lack of care the women showed for their unborn babies , by engaging in a fight , indicates that the women are not prepared to provide the kind of parental role children need in order to become productive members of society ."
3165,3166,@@21954679,refugee,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",203,0,0,0,0,0,0,0,"President Buhari has reacted after a recent CNN video report had shown migrants being traded in an auction , and in the wake of global condemnation of the sale of African refugees into slavery in Libya ."
5616,5617,@@40092124,disabled,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",215,0,0,0,0,0,0,0,"The Sixth Intake of the Kotalawala Defence University ( KDU ) celebrates its 30th Anniversary , felicitating members who have sacrificed their lives and others who are either disabled , retired or still in service ."
707,708,@@14677125,in-need,hk,0,1,"[0, 0, 0, 0, 0, 0, 0]",129,0,0,0,0,0,0,0,He hoped that Hong Kong can unify in helping those in need as the government 's work will often be undone if society is divided .
4239,4240,@@18511078,poor-families,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",124,0,0,0,0,0,0,0,"""The """" MERE EACH """" cost of 7.5 m would have assisted poor families to build at least 10 houses to last their lifetime ! !"""
8977,8978,@@8413923,in-need,my,0,1,"[0, 0, 0, 0, 0, 0, 0]",187,0,0,0,0,0,0,0,"Jesus begins his teaching in Matthew with the Sermon on the Mount . One group he blesses is those in need of comfort , Blessed are they who mourn , for they will be comforted ( Mt 5:4 ) ."
2469,2470,@@18239607,poor-families,ca,0,0,"[0, 0, 0, 0, 0, 0, 0]",74,0,0,0,0,0,0,0,The tax was designed to expand preschool for children from poor families .
5960,5961,@@9354385,refugee,sg,0,0,"[0, 0, 0, 0, 0, 0, 0]",170,0,0,0,0,0,0,0,But voters are another matter . Trump 's swift rise within the Republican Party was at least partly due to the strident tone he has taken toward immigrants and refugees .
4267,4268,@@8792113,refugee,ke,0,0,"[0, 0, 0, 0, 0, 0, 0]",281,0,0,0,0,0,0,0,The UN High Commissioner for Refugees ( UNHCR ) called on the government to reconsider its decision to shut down the refugee camps and to avoid taking any action that might be at odds with its international obligations towards people needing sanctuary from danger and persecution .
8604,8605,@@22953666,refugee,ca,0,0,"[0, 0, 0, 0, 0, 0, 0]",252,0,0,0,0,0,0,0,"""The U.N . refugee agency also said it had not been operating in the tribal regions of Pakistan since 2005 . """" We do n't have any access to FATA , """" Qaisar Khan Afridi , the agency 's spokesman said , referring to the semiautonomous tribal regions ."""
8608,8609,@@7917020,migrant,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",345,0,0,0,0,0,0,0,"The dominant mood in the United States today is one of considerable anxiety , if not outright anger . The Washington Post recently published a four-part series of articles revealing popular fury aimed at Wall Street , Muslims , trade deals , Washington , police shootings , President Barack Obama , Republicans , immigrants , and other targets ."
5390,5391,@@4908193,women,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",249,0,0,0,0,0,0,0,"Mr. Assange ( 44 ) , took refuge in the embassy building in June 2012 to avoid extradition to Sweden , where he is wanted for questioning over allegations of sexual assault and rape against two women in 2010 . The Australian denies the accusations ."
10162,10163,@@9014791,vulnerable,my,0,0,"[0, 0, 0, 0, 0, 0, 0]",154,0,0,0,0,0,0,0,She said the offences were pre-meditated . Koon had breached the trust of the youthand had taken advantage of someone who was vulnerable and defenceless .
3248,3249,@@23867484,in-need,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",539,0,0,0,0,0,0,0,"People in need could collect a free meal coupon from any of the distribution centres and walk into any restaurant in the city -- a meal would be served , no questions asked , no explanations sought . Till date , this entirely volunteer-driven project has catered to more than 40,000 beneficiaries . <h> Like this story ? Or have something to share ? Write to us : **26;349;TOOLONG , or connect with us on Facebook and Twitter . NEW : Click here to get positive news on WhatsApp ! <h> Love reading positive news ? Help The Better India grow"
740,741,@@4452596,vulnerable,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",63,0,0,0,0,0,0,0,Instal CEEs with the involvement of the vulnerable local people
73,74,@@20827089,homeless,nz,0,0,"[0, 0, 0, 0, 0, 0, 0]",376,0,0,0,0,0,0,0,"In the past month , four major hurricanes -- Category 3 or higher -- have churned through the Caribbean and Atlantic Ocean . Hurricanes Irma , Jose , Katia and Maria caused major damage to island nations in the Caribbean , as well as continental North and Central America , devastating the lives of millions of people and leaving hundreds of thousands homeless and displaced ."
2360,2361,@@4703096,immigrant,jm,0,0,"[0, 0, 0, 0, 0, 0, 0]",190,0,0,0,0,0,0,0,"NBC and Spanish-language Univision both declined to air the show following the business mogul 's controversial comments on Mexican immigrants , leading to a breakdown in their relationship ."
9499,9500,@@17357521,in-need,us,0,0,"[0, 0, 0, 0, 0, 0, 0]",308,0,0,0,0,0,0,0,"Police in Fox Crossing allege the men stole nearly 1,800 cases of diapers -- valued at more than $45,000 -- from a charitable organization that provides goods to families in need . The men , John Forbes and Jason Havel , were charged Wednesday with one count of theft of movable property , WLUK-TV reported ."
7000,7001,@@23239536,vulnerable,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",208,0,0,0,0,0,0,0,The president also directed security agencies to immediately mobilise and deploy their members to vulnerable areas of the state and ensure that the perpetrators are brought to face the full wrath of the law .
9772,9773,@@17378811,migrant,ke,0,0,"[0, 0, 0, 0, 0, 0, 0]",208,0,0,0,0,0,0,0,"Among the requests made by migrants from some 116 different countries , 23 percent of these unauthorized migrants are Syrians , 21 percent are Senegalese and 19 percent are from Democratic Republic of Congo ."
2202,2203,@@10245253,migrant,bd,0,0,"[0, 0, 0, 0, 0, 0, 0]",257,0,0,0,0,0,0,0,""""""" I suggest Bangladesh to take responsibility of its migrant workers irrespective of their legality . The process to check legality of workers going abroad started few years ago in Bangladesh . But what about those who went abroad before that ? """" he @ @"""
3963,3964,@@15340587,homeless,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",202,0,0,0,0,0,0,0,"Amnesty International called on Nigeria to shelve plans to demolish more illegal settlements in the megacity Lagos as several hundreds of thousands of people could be made homeless , it said on Friday ."
5312,5313,@@20323193,migrant,nz,0,0,"[0, 0, 0, 0, 0, 0, 0]",276,0,0,0,0,0,0,0,"After months of dragging his feet , the president on Tuesday will announce his plans for the Deferred Action for Childhood Arrivals program , or DACA , which has given nearly 800,000 young immigrants the ability to work legally in the country and a reprieve from deportation ."
9722,9723,@@21975859,immigrant,ie,0,0,"[0, 0, 0, 0, 0, 0, 0]",292,0,0,0,0,0,0,0,"Following the main launch , at which the exhibit 's curator Dr. Maureen Murphy will give an overview of the story of these women , IrishCentral will go live from the exhibit itself with a special tour granting a sneak peek at this incredible story of Irish America and its female immigrants ."
7641,7642,@@15212035,vulnerable,sg,0,0,"[0, 0, 0, 0, 0, 0, 0]",228,0,0,0,0,0,0,0,"When you close your eyes with your lenses in place , you 're reducing oxygen , so the surface becomes more vulnerable to infection . Meanwhile , any germs on lens are being slammed against cornea by the insides of your eyelids ."
6195,6196,@@24380498,women,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",353,0,0,0,0,0,0,0,"In the section that deals with programmes for 2018-19 , the document says that the federal and provincial governments , including civil society organisations have envisaged plans for promoting gender equality and women empowerment through actions comprised of awareness raising campaigns and allocation of resources under annual development programmes ."
10271,10272,@@1945346,homeless,tz,0,0,"[0, 0, 0, 0, 0, 0, 0]",50,0,0,0,0,0,0,0,"Journalist Ileta rendered homeless , needs support"
2978,2979,@@21071571,migrant,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",262,0,0,0,0,0,0,0,""""""" It 's so good to have an event like this , especially for refugees , """" said Rodi Naamo , a 26-year-old Syrian Kurd who arrived in Bulgaria in 2015 , when hundreds of thousands of migrants passed through the Balkans en route to Germany and northern Europe ."""
9373,9374,@@4474060,in-need,gb,0,0,"[0, 0, 0, 0, 0, 0, 0]",120,0,0,0,0,0,0,0,""""""" We have done so well to raise so much money but now we are in need of that final push so we can make it a reality ."""
3049,3050,@@1925397,vulnerable,gh,0,0,"[0, 0, 0, 0, 0, 0, 0]",540,0,0,0,0,0,0,0,"""Continues Opil ; """" As technology has increased over the years , more and more people are spending time online and making use of social media and online banking to purchase items . However , most of these services require the use of a password , and the problem comes in when consumers tend to stick to one easy and simple password for all their online interactions - making them extremely vulnerable to cybercriminals . In fact , the same survey shows that users often take the easy way out when creating and storing their passwords """" ."""
8823,8824,@@25622778,migrant,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",241,0,0,0,0,0,0,0,"The two global compacts are being developed , following the UN Summit for Refugees and Migrants in 2016 , in which 193 Member States adopted the New York Declaration -- an overarching plan to manage large movements of refugees and migrants ."
1896,1897,@@20422561,immigrant,ph,0,0,"[0, 0, 0, 0, 0, 0, 0]",213,0,0,0,0,0,0,0,"MANILA , Philippines -- The government is ready to assist Filipino illegal immigrants who may be deported after the program that permitted them to stay legally in the US is scrapped , Malaca ? ang said yesterday ."
9657,9658,@@7006299,refugee,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",211,0,0,0,0,0,0,0,""""""" If it does n't , it it just spells more conflict in the Middle East which does of course have repercussions for the rest of the world when it comes to the risks of terrorism and the major refugee flows . """""""
1080,1081,@@30064197,migrant,bd,0,0,"[0, 0, 0, 0, 0, 0, 0]",166,0,0,0,0,0,0,0,Rights groups in the United States have slammed a plan by the Trump administration to deny green cards to immigrants who receive public benefits such as food stamps .
4728,4729,@@8654414,women,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",47,0,0,0,0,0,0,0,EOC seeks greater protection for pregnant women
3670,3671,@@9077918,refugee,tz,0,1,"[0, 0, 0, 0, 0, 0, 0]",265,0,0,0,0,0,0,0,"Kenya is at it again . No retreat , no compassion . Some say it 's a merciless stand , others see justification in safeguarding the country 's security . At the end of it all , the largest refugee camp in the world -- the Daadab refugee complex -- will be no more ."
4274,4275,@@1032370,in-need,ca,0,0,"[0, 0, 0, 0, 0, 0, 0]",326,0,0,0,0,0,0,0,""""""" It was a matter of saying , because we have core members at the hall , we could get there probably quicker than the ambulance -- which we generally do a higher percentage of the time -- and if we can make a difference for that person in need then that made sense for the citizens of this community , """" said Fitzpatrick ."""
4594,4595,@@14404014,refugee,ca,0,0,"[0, 0, 0, 0, 0, 0, 0]",251,0,0,0,0,0,0,0,"With an influx of refugees that at one point reached up to 8,000 people a day , the Ugandan government , the UN refugee agency and the World Food Program have been forced to cut rations in half for people who arrived as refugees more than a year ago ."
2246,2247,@@19922995,migrant,ie,0,0,"[0, 0, 0, 0, 0, 0, 0]",216,0,0,0,0,0,0,0,"The Pope 's antipathy for Trump and his anti-immigrant policies and rhetoric is no secret to observers of US or Vatican politics , but never before has an ally of the pontiff used such incendiary language in public ."
81,82,@@16649916,vulnerable,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",160,0,0,0,0,0,0,0,"Starbucks is vulnerable to international consumer protests against Trump policies because it has a significant , very visible global footprint in 75 countries ."
877,878,@@20928608,homeless,sg,0,1,"[0, 0, 0, 0, 0, 0, 0]",443,0,0,0,0,0,0,0,"Nearly 500,000 Rohingya people have fled from Myanmar since August after violence erupted in the western state of Rakhine . Considered to be a Muslim minority in Myanmar , these people have suffered immensely due to their very identities over the past few years . Not considered as an official ethnic group by the Myanmar government , they have been termed illegal immigrants and have been denied citizenship in Myanmar leaving them homeless ."
5262,5263,@@408450,disabled,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",161,0,0,0,0,0,0,0,Thirty seven percent of the offences registered on Central Railway from January to May this year pertain to illegal travel in coaches reserved for the disabled .
5785,5786,@@15893468,homeless,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",123,0,0,0,0,0,0,0,"In his petition , Pugalenthi had said the scheme should be only for the homeless and not for those who already own houses ."
1340,1341,@@14192322,homeless,nz,0,0,"[0, 0, 0, 0, 0, 0, 0]",156,0,0,0,0,0,0,0,"Since July , Judea marae , Huria Marae - He Rourou Aroha had opened its doors to homeless Bay residents offering them kai , showers and laundry facilities ."
3387,3388,@@4665772,hopeless,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",229,0,0,0,0,0,0,0,"He was telling everyone abroad how hopeless the situation in Pakistan was . He was telling everyone what problems his countrymen faced . Instead of keeping up appearances like you 're supposed to , he was spilling all the beans ."
4496,4497,@@8659393,disabled,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",500,0,0,0,0,0,0,0,"The most recent high-profile case saw an intellectually disabled kitchen worker allegedly conned into taking out loans and signing up for service contracts that cost him a total of $1 million . The money was said to be spent by a loan agency on ' debt restructuring ' and fees to a trainer at a well-known local gym . The 25-year-old man , identified as Ah Sing , who had difficulties in answering questions at a press conference , is now under pressure to sell his live-in flat to pay off the debt ."
759,760,@@24499909,migrant,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",254,0,0,0,0,0,0,0,It is the latest in a series of decisions by President Donald Trump to shut down temporary protected status ( TPS ) granted to immigrants after natural disasters or violent conflicts that would prevent them from safely returning to their home countries .
1356,1357,@@735567,disabled,ie,0,0,"[0, 0, 0, 0, 0, 0, 0]",458,0,0,0,0,0,0,0,""""""" I like my life as a disabled person , """" he adds . """" This life is not a matter of choice , it 's a matter of how it is . Yes , I would like to trundle through woods or along the seashore or do all sorts of things I now can not do but I have to accept what is possible and what is not , just the same as everybody has to do in their lives . If I evaluate either the good or the bad then I create trouble and disturbance for myself , which is n't happy ."""
3094,3095,@@4698873,homeless,jm,0,0,"[0, 0, 0, 0, 0, 0, 0]",565,0,0,0,0,0,0,0,"For example , in the United States , we have found that sex trafficking occurs in street prostitution , massage parlours , and brothels . Labour trafficking is most often found in domestic service , agriculture , manufacturing , hospitality , construction , and strip club dancing . We have also found that runaways , missing children and homeless youth are especially vulnerable to trafficking . Human trafficking exists in the United States , in Jamaica , and across the globe , and no government is doing a perfect job . But , we can all strive for improvement ."
5088,5089,@@24706618,migrant,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",502,0,0,0,0,0,0,0,"The European encounter with Islam did not begin and end in Spain . The Ottomans also ruled over much of Eastern Europe , including Greece , the cradle of Western civilisation . The 20th century saw the arrival of millions of Muslim migrants to provide cheap labour for war-ravaged Europe . Many of these Muslims coming to Europe had also been the direct or indirect victims of eastern imperialism towards their home countries , which were also struggling to overcome the damage wreaked by colonialism ."
2093,2094,@@15241971,refugee,gh,0,0,"[0, 0, 0, 0, 0, 0, 0]",326,0,0,0,0,0,0,0,"Addressing the Fifth China-CEE Summit in Riga , Latvia , Li said nations worldwide are facing grave challenges and uncertainties in boosting development against a backdrop of lackluster global economic recovery , frequent regional conflicts and growing non-traditional security threats such as terrorism and refugee problems ."
